,model,batch_size,epochs,dataset_size,time_to_train,time_to_retrain,time_to_predict,accuracy,name
102,RNN,128,1,35400,13.864793539047241,6.06776237487793,5.282731533050537,0.847000002861023,Aleks
103,FNN,128,1,35400,11.959362506866455,10.510005950927734,2.7042877674102783,0.9077000021934509,Aleks
104,CNN,128,1,35400,22.178438663482666,20.714258193969727,5.3182573318481445,0.9696999788284302,Aleks
105,RNN,128,1,36000,13.97282099723816,10.443578958511353,5.295568466186523,0.7524999976158142,Aleks
106,FNN,128,1,36000,11.955284357070923,10.52308177947998,2.734511375427246,0.9072999954223633,Aleks
107,CNN,128,1,36000,14.26172924041748,20.74212145805359,3.3645710945129395,0.9650999903678894,Aleks
108,RNN,128,1,36600,13.615865230560303,10.452200412750244,2.67767333984375,0.7954999804496765,Aleks
109,FNN,128,1,36600,11.870004415512085,10.489346027374268,2.7421629428863525,0.9106000065803528,Aleks
110,CNN,128,1,36600,11.944746971130371,20.72526478767395,5.303497314453125,0.9682999849319458,Aleks
111,RNN,128,1,37200,13.673521518707275,10.442844867706299,2.811044931411743,0.8185999989509583,Aleks
112,FNN,128,1,37200,11.961708784103394,10.49183201789856,2.726020097732544,0.9114000201225281,Aleks
113,CNN,128,1,37200,22.180464267730713,20.750221967697144,5.27400016784668,0.9641000032424927,Aleks
114,RNN,128,1,37800,13.810035705566406,10.487454652786255,5.278753995895386,0.8327999711036682,Aleks
115,FNN,128,1,37800,11.976195096969604,10.470468997955322,2.6916990280151367,0.90420001745224,Aleks
116,CNN,128,1,37800,22.31916832923889,13.746955871582031,5.248872756958008,0.9672999978065491,Aleks
117,RNN,128,1,38400,13.255922079086304,10.418617725372314,5.261741638183594,0.8820000290870667,Aleks
118,FNN,128,1,38400,8.331120491027832,10.50052547454834,2.7141013145446777,0.8866999745368958,Aleks
119,CNN,128,1,38400,22.05892300605774,20.7267165184021,5.273133277893066,0.9672999978065491,Aleks
120,RNN,128,1,39000,11.387641429901123,10.428148984909058,5.2664477825164795,0.8568000197410583,Aleks
121,FNN,128,1,39000,11.867938995361328,7.507825613021851,2.6909871101379395,0.9117000102996826,Aleks
122,CNN,128,1,39000,22.29766011238098,20.72013831138611,3.4190690517425537,0.9649999737739563,Aleks
123,RNN,128,1,39600,10.80586314201355,6.808493375778198,5.27721381187439,0.8741999864578247,Aleks
124,FNN,128,1,39600,12.191606283187866,6.390065431594849,2.677367925643921,0.9049000144004822,Aleks
125,CNN,128,1,39600,22.524388790130615,20.724168300628662,3.251537561416626,0.965499997138977,Aleks
126,RNN,128,1,40200,14.380768537521362,7.246468544006348,3.0760366916656494,0.8041999936103821,Aleks
127,FNN,128,1,40200,8.199861288070679,10.435146570205688,2.115408182144165,0.9065999984741211,Aleks
128,CNN,128,1,40200,22.26202368736267,20.78733253479004,5.301129102706909,0.9663000106811523,Aleks
129,RNN,128,1,40800,13.970064163208008,10.445356607437134,2.8483872413635254,0.8299999833106995,Aleks
130,FNN,128,1,40800,11.819542169570923,10.447959661483765,2.6947741508483887,0.9060999751091003,Aleks
131,CNN,128,1,40800,22.182701110839844,20.73088049888611,5.300353765487671,0.9681000113487244,Aleks
132,RNN,128,1,41400,14.472642183303833,7.955910682678223,5.250792503356934,0.8580999970436096,Aleks
133,FNN,128,1,41400,10.980378150939941,10.466896533966064,2.680894613265991,0.9090999960899353,Aleks
134,CNN,128,1,41400,22.49650549888611,20.724319458007812,5.273997068405151,0.9674999713897705,Aleks
135,RNN,128,1,42000,14.590925693511963,10.50302004814148,5.257195472717285,0.8418999910354614,Aleks
136,FNN,128,1,42000,12.443977117538452,10.46458101272583,2.7198503017425537,0.9079999923706055,Aleks
137,CNN,128,1,42000,11.245795488357544,2.555457592010498,0.5026931762695312,0.9668999910354614,Aleks
138,RNN,128,1,42600,2.7786827087402344,1.3925518989562988,0.7595326900482178,0.8601999878883362,Aleks
139,FNN,128,1,42600,2.4939048290252686,1.8460054397583008,0.7285275459289551,0.9144999980926514,Aleks
140,CNN,128,1,42600,3.2355620861053467,2.710183620452881,0.5211696624755859,0.96670001745224,Aleks
141,RNN,128,1,43200,4.1780877113342285,1.5585272312164307,0.7115011215209961,0.8001999855041504,Aleks
142,FNN,128,1,43200,2.939805746078491,2.362082004547119,0.4246838092803955,0.9121999740600586,Aleks
143,CNN,128,1,43200,3.463092565536499,2.8529977798461914,0.5266697406768799,0.9682999849319458,Aleks
144,RNN,128,1,43800,2.8627655506134033,1.4363715648651123,0.7276320457458496,0.8335000276565552,Aleks
145,FNN,128,1,43800,2.806216239929199,2.245576858520508,0.40300726890563965,0.9110000133514404,Aleks
146,CNN,128,1,43800,3.446601390838623,2.837584972381592,0.5287292003631592,0.9675999879837036,Aleks
147,RNN,128,1,44400,2.872175693511963,1.5184292793273926,0.6994764804840088,0.8120999932289124,Aleks
148,FNN,128,1,44400,2.762972354888916,2.2081406116485596,0.40049004554748535,0.9144999980926514,Aleks
149,CNN,128,1,44400,3.649472236633301,3.028731346130371,0.5180583000183105,0.9692000150680542,Aleks
150,RNN,128,1,45000,3.0489113330841064,1.4753034114837646,0.827944278717041,0.8694999814033508,Aleks
151,FNN,128,1,45000,2.8089396953582764,2.0867648124694824,0.3858189582824707,0.9101999998092651,Aleks
152,CNN,128,1,45000,3.586416244506836,3.0669474601745605,0.5371184349060059,0.9679999947547913,Aleks
153,RNN,128,1,45600,2.9503445625305176,1.5884521007537842,0.7240912914276123,0.7975999712944031,Aleks
154,FNN,128,1,45600,2.9167397022247314,2.1363511085510254,0.41759681701660156,0.9099000096321106,Aleks
155,CNN,128,1,45600,3.745011329650879,3.1187639236450195,0.5179178714752197,0.9686999917030334,Aleks
156,RNN,128,1,46200,3.3359649181365967,1.68367338180542,0.744861364364624,0.8668000102043152,Aleks
157,FNN,128,1,46200,2.800708055496216,2.1485438346862793,0.4280588626861572,0.9126999974250793,Aleks
158,CNN,128,1,46200,3.655423402786255,3.0193674564361572,0.5008208751678467,0.9689000248908997,Aleks
159,RNN,128,1,46800,2.899078130722046,1.630772590637207,0.7332251071929932,0.8934999704360962,Aleks
160,FNN,128,1,46800,2.7551615238189697,2.3241629600524902,0.430042028427124,0.9143999814987183,Aleks
161,CNN,128,1,46800,3.7532296180725098,3.0875771045684814,0.5336778163909912,0.9710000157356262,Aleks
162,RNN,128,1,47400,2.975839376449585,1.525397777557373,0.7425055503845215,0.859499990940094,Aleks
163,FNN,128,1,47400,2.764716863632202,2.1025540828704834,0.7034258842468262,0.9075999855995178,Aleks
164,CNN,128,1,47400,3.5792922973632812,3.130479574203491,0.5290083885192871,0.9704999923706055,Aleks
165,RNN,128,1,48000,2.950269937515259,1.577636480331421,0.7245533466339111,0.8424000144004822,Aleks
166,FNN,128,1,48000,2.881528377532959,2.237244129180908,0.4014241695404053,0.9114000201225281,Aleks
167,CNN,128,1,48000,4.333996534347534,3.7005507946014404,0.6709587574005127,0.9688000082969666,Aleks
168,RNN,128,1,48600,4.7376837730407715,1.9835669994354248,0.8547618389129639,0.84579998254776,Aleks
169,FNN,128,1,48600,3.4353227615356445,2.823537588119507,0.4506702423095703,0.9115999937057495,Aleks
170,CNN,128,1,48600,3.8434832096099854,3.3181164264678955,0.5372931957244873,0.9706000089645386,Aleks
171,RNN,128,1,49200,3.227020263671875,1.783639669418335,0.7479569911956787,0.8729000091552734,Aleks
172,FNN,128,1,49200,3.247391700744629,2.6792409420013428,0.42428135871887207,0.917900025844574,Aleks
173,CNN,128,1,49200,3.857166290283203,3.351790428161621,0.5194652080535889,0.9718999862670898,Aleks
174,RNN,128,1,49800,3.169895648956299,1.7059760093688965,0.7708168029785156,0.8755999803543091,Aleks
175,FNN,128,1,49800,3.239473819732666,2.6607682704925537,0.47771430015563965,0.9103999733924866,Aleks
176,CNN,128,1,49800,3.888317108154297,3.326756238937378,0.4872477054595947,0.9728999733924866,Aleks
177,RNN,128,1,50400,3.1091396808624268,1.642359733581543,0.7370054721832275,0.8878999948501587,Aleks
178,FNN,128,1,50400,3.0994374752044678,2.5628013610839844,0.4124457836151123,0.9147999882698059,Aleks
179,CNN,128,1,50400,3.9117395877838135,3.343867301940918,0.5120723247528076,0.9695000052452087,Aleks
180,RNN,128,1,51000,3.0958027839660645,1.6313831806182861,0.7808446884155273,0.8622000217437744,Aleks
181,FNN,128,1,51000,3.0028107166290283,2.4105608463287354,0.39210033416748047,0.9132000207901001,Aleks
182,CNN,128,1,51000,3.8690710067749023,3.3315842151641846,0.5189473628997803,0.9675999879837036,Aleks
183,RNN,128,1,51600,3.1427090167999268,1.7293379306793213,0.736382007598877,0.9065999984741211,Aleks
184,FNN,128,1,51600,3.096095323562622,2.5430095195770264,0.40505361557006836,0.9175000190734863,Aleks
185,CNN,128,1,51600,3.955692768096924,3.3648242950439453,0.5283019542694092,0.9699000120162964,Aleks
186,RNN,128,1,52200,3.109111785888672,1.7302381992340088,0.81988525390625,0.8985999822616577,Aleks
187,FNN,128,1,52200,3.0792312622070312,2.524885654449463,0.45873451232910156,0.9096999764442444,Aleks
188,CNN,128,1,52200,4.0839760303497314,3.4346506595611572,0.5307862758636475,0.9718999862670898,Aleks
189,RNN,128,1,52800,3.2972514629364014,1.9441699981689453,0.9340722560882568,0.8831999897956848,Aleks
190,FNN,128,1,52800,3.1756057739257812,2.556091547012329,0.4599442481994629,0.9114999771118164,Aleks
191,CNN,128,1,52800,4.067558526992798,3.6447176933288574,0.5629451274871826,0.9721999764442444,Aleks
192,RNN,128,1,53400,3.2326900959014893,1.7602131366729736,0.7440509796142578,0.8812000155448914,Aleks
193,FNN,128,1,53400,3.2346293926239014,2.5245614051818848,0.42697668075561523,0.9107999801635742,Aleks
194,CNN,128,1,53400,4.190994739532471,3.5494186878204346,0.5560028553009033,0.9728000164031982,Aleks
195,RNN,128,1,54000,3.3419361114501953,2.0090134143829346,0.8430161476135254,0.8910999894142151,Aleks
196,FNN,128,1,54000,3.6010096073150635,3.0421206951141357,0.48337793350219727,0.9128000140190125,Aleks
197,CNN,128,1,54000,4.4510252475738525,3.818141222000122,0.5089495182037354,0.9710000157356262,Aleks
198,RNN,128,1,54600,3.989859104156494,2.099860906600952,0.8425028324127197,0.8547000288963318,Aleks
199,FNN,128,1,54600,3.425654888153076,2.774979829788208,0.5545778274536133,0.9132999777793884,Aleks
200,CNN,128,1,54600,4.4490392208099365,3.774782419204712,0.4908754825592041,0.970300018787384,Aleks
201,RNN,128,1,55200,6.183290719985962,2.216829299926758,0.7666804790496826,0.830299973487854,Aleks
202,FNN,128,1,55200,4.103785514831543,3.484004020690918,0.7086296081542969,0.9118000268936157,Aleks
203,CNN,128,1,55200,4.899972915649414,4.0678699016571045,0.5747547149658203,0.972100019454956,Aleks
204,RNN,128,1,55800,3.6081411838531494,2.0750732421875,0.8327445983886719,0.8981999754905701,Aleks
205,FNN,128,1,55800,3.9538137912750244,3.4427409172058105,0.48328518867492676,0.9114000201225281,Aleks
206,CNN,128,1,55800,4.725552797317505,4.048652648925781,0.5511550903320312,0.9733999967575073,Aleks
207,RNN,128,1,56400,3.741032123565674,2.2168221473693848,0.9172229766845703,0.88919997215271,Aleks
208,FNN,128,1,56400,4.008295059204102,3.3146634101867676,0.4139847755432129,0.9151999950408936,Aleks
209,CNN,128,1,56400,4.740094900131226,3.9757308959960938,0.5519390106201172,0.9735000133514404,Aleks
210,RNN,128,1,57000,3.7685141563415527,1.9635415077209473,0.792011022567749,0.890999972820282,Aleks
211,FNN,128,1,57000,3.7908413410186768,3.0163302421569824,0.40923643112182617,0.9153000116348267,Aleks
212,CNN,128,1,57000,4.511790037155151,4.000316381454468,0.5985879898071289,0.97079998254776,Aleks
213,RNN,128,1,57600,3.3509883880615234,2.0724563598632812,0.8228051662445068,0.885699987411499,Aleks
214,FNN,128,1,57600,3.267733097076416,2.7100203037261963,0.39450740814208984,0.9128999710083008,Aleks
215,CNN,128,1,57600,4.300635814666748,3.7513861656188965,0.47315382957458496,0.9718999862670898,Aleks
216,RNN,128,1,58200,3.46034836769104,1.9622297286987305,0.8741590976715088,0.8889999985694885,Aleks
217,FNN,128,1,58200,3.5934336185455322,2.8864495754241943,0.4823737144470215,0.9136000275611877,Aleks
218,CNN,128,1,58200,4.5176403522491455,3.939659595489502,0.5219922065734863,0.9715999960899353,Aleks
219,RNN,128,1,58800,3.537673234939575,2.2466163635253906,0.8878951072692871,0.8981000185012817,Aleks
220,FNN,128,1,58800,3.634674310684204,3.046919345855713,0.44183802604675293,0.9186999797821045,Aleks
221,CNN,128,1,58800,4.728827238082886,4.274405479431152,0.5828964710235596,0.975600004196167,Aleks
222,RNN,128,1,59400,3.5658626556396484,2.0183982849121094,0.7335786819458008,0.8788999915122986,Aleks
223,FNN,128,1,59400,3.483428478240967,3.1222658157348633,0.42445945739746094,0.9150000214576721,Aleks
224,CNN,128,1,59400,4.920279264450073,3.9686436653137207,0.5270359516143799,0.9736999869346619,Aleks
225,RNN,128,1,60000,3.4665822982788086,2.032916307449341,0.9083929061889648,0.9190000295639038,Aleks
226,FNN,128,1,60000,3.6832549571990967,3.1918935775756836,0.38292598724365234,0.9140999913215637,Aleks
227,CNN,128,1,60000,5.263063907623291,4.445990562438965,0.614675760269165,0.9736999869346619,Aleks
228,RNN,128,1,60000,5.341939687728882,2.260195255279541,0.9281790256500244,0.8988999724388123,Aleks
229,FNN,128,1,60000,3.6413416862487793,2.9668424129486084,0.4666013717651367,0.9079999923706055,Aleks
230,CNN,128,1,60000,4.6032798290252686,4.0338499546051025,0.5165722370147705,0.9753000140190125,Aleks
231,RNN,128,1,60000,3.4996142387390137,2.0751516819000244,0.860675573348999,0.9067999720573425,Aleks
232,FNN,128,1,60000,3.6000452041625977,2.979912281036377,0.5206990242004395,0.9164999723434448,Aleks
233,CNN,128,1,60000,4.658222436904907,4.033227920532227,0.558546781539917,0.9736999869346619,Aleks
234,RNN,128,1,60000,3.375490427017212,2.5135207176208496,0.7417106628417969,0.890500009059906,Aleks
235,FNN,128,1,60000,3.617919445037842,2.9695703983306885,0.4835982322692871,0.9151999950408936,Aleks
236,CNN,128,1,60000,4.668917655944824,4.068463325500488,0.5105483531951904,0.9724000096321106,Aleks
237,RNN,128,1,60000,6.604735612869263,2.4195773601531982,0.7750153541564941,0.8959000110626221,Aleks
238,FNN,128,1,60000,4.291729688644409,3.833155870437622,0.5585322380065918,0.914900004863739,Aleks
239,CNN,128,1,60000,4.983353137969971,4.208319664001465,0.5414323806762695,0.9735999703407288,Aleks
240,RNN,128,1,15000,2.083462715148926,0.6331384181976318,0.7750351428985596,0.6942999958992004,Aleks
241,FNN,128,1,15000,1.5337021350860596,0.9583454132080078,0.4333362579345703,0.8501999974250793,Aleks
242,CNN,128,1,15000,1.6999859809875488,1.1000351905822754,0.5167539119720459,0.9276000261306763,Aleks
243,RNN,128,1,15600,2.0166807174682617,0.6416645050048828,0.8083157539367676,0.7075999975204468,Aleks
244,FNN,128,1,15600,1.6099071502685547,1.0250327587127686,0.49295973777770996,0.8871999979019165,Aleks
245,CNN,128,1,15600,1.754418134689331,1.1469240188598633,0.5583038330078125,0.9380999803543091,Aleks
246,RNN,128,1,16200,2.0745553970336914,0.6748900413513184,0.848651647567749,0.7268999814987183,Aleks
247,FNN,128,1,16200,1.5500166416168213,0.958442211151123,0.425029993057251,0.8877000212669373,Aleks
248,CNN,128,1,16200,1.789623737335205,1.1489043235778809,0.5082008838653564,0.9387999773025513,Aleks
249,RNN,128,1,16800,2.0263144969940186,0.6248698234558105,0.7253952026367188,0.7509999871253967,Aleks
250,FNN,128,1,16800,1.5000126361846924,0.8700916767120361,0.42157769203186035,0.8888999819755554,Aleks
251,CNN,128,1,16800,1.8002707958221436,1.1891303062438965,0.5168416500091553,0.9370999932289124,Aleks
252,RNN,128,1,17400,2.0582869052886963,0.6784608364105225,0.8500168323516846,0.6956999897956848,Aleks
253,FNN,128,1,17400,1.5170094966888428,0.9914014339447021,0.49184489250183105,0.8845999836921692,Aleks
254,CNN,128,1,17400,1.8165805339813232,1.2416489124298096,0.524965763092041,0.9387000203132629,Aleks
255,RNN,128,1,18000,2.049896478652954,0.6836397647857666,0.7334420680999756,0.6680999994277954,Aleks
256,FNN,128,1,18000,1.4669864177703857,0.8942689895629883,0.43079280853271484,0.8909000158309937,Aleks
257,CNN,128,1,18000,1.8543014526367188,1.2418951988220215,0.5165319442749023,0.9427000284194946,Aleks
258,RNN,128,1,18600,2.0769202709198,0.6498832702636719,0.7334764003753662,0.7368000149726868,Aleks
259,FNN,128,1,18600,1.5517756938934326,0.9715619087219238,0.4533820152282715,0.8909000158309937,Aleks
260,CNN,128,1,18600,1.9176218509674072,1.3204655647277832,0.5539233684539795,0.945900022983551,Aleks
261,RNN,128,1,19200,2.090864419937134,0.8586618900299072,0.8333754539489746,0.7657999992370605,Aleks
262,FNN,128,1,19200,1.6166293621063232,0.9976887702941895,0.4774949550628662,0.8978000283241272,Aleks
